Index,Sub,EDSname,Datatype,Access,Value,varname,LowLimit,UpLimit,hasDefault,hasLimit,refuseRead,refuseWrite,defaultInEDS,ImplementationType,Size,ObjectCode,mapable
0x1804,0x05,Transmit PDO Communication Parameter Event Timer,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,0,ManagedVariable,0,,mapping
0x1805,0x00,Transmit PDO Communication Parameter Highest sub-index supported,UNSIGNED8,ro,5,NONE,0,255,yes,no,no,no,1,ManagedConst,0,RECORD,mapping
0x1805,0x01,Transmit PDO Communication Parameter COB ID,UNSIGNED32,rw,0,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1805,0x02,Transmit PDO Communication Parameter Transmission Type,UNSIGNED8,rw,1,NONE,0,255,yes,no,no,no,0,ManagedVariable,0,,mapping
0x1805,0x03,Transmit PDO Communication Parameter Inhibit Time,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1805,0x05,Transmit PDO Communication Parameter Event Timer,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,0,ManagedVariable,0,,mapping
0x1806,0x00,Transmit PDO Communication Parameter Highest sub-index supported,UNSIGNED8,ro,5,NONE,0,255,yes,no,no,no,1,ManagedConst,0,RECORD,mapping
0x1806,0x01,Transmit PDO Communication Parameter COB ID,UNSIGNED32,rw,0,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1806,0x02,Transmit PDO Communication Parameter Transmission Type,UNSIGNED8,rw,1,NONE,0,255,yes,no,no,no,0,ManagedVariable,0,,mapping
0x1806,0x03,Transmit PDO Communication Parameter Inhibit Time,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1806,0x05,Transmit PDO Communication Parameter Event Timer,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,0,ManagedVariable,0,,mapping
0x1807,0x00,Transmit PDO Communication Parameter Highest sub-index supported,UNSIGNED8,ro,5,NONE,0,255,yes,no,no,no,1,ManagedConst,0,RECORD,mapping
0x1807,0x01,Transmit PDO Communication Parameter COB ID,UNSIGNED32,rw,0,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1807,0x02,Transmit PDO Communication Parameter Transmission Type,UNSIGNED8,rw,1,NONE,0,255,yes,no,no,no,0,ManagedVariable,0,,mapping
0x1807,0x03,Transmit PDO Communication Parameter Inhibit Time,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1807,0x05,Transmit PDO Communication Parameter Event Timer,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,0,ManagedVariable,0,,mapping
0x1808,0x00,Transmit PDO Communication Parameter Highest sub-index supported,UNSIGNED8,ro,5,NONE,0,255,yes,no,no,no,1,ManagedConst,0,RECORD,mapping
0x1808,0x01,Transmit PDO Communication Parameter COB ID,UNSIGNED32,rw,0,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1808,0x02,Transmit PDO Communication Parameter Transmission Type,UNSIGNED8,rw,1,NONE,0,255,yes,no,no,no,0,ManagedVariable,0,,mapping
0x1808,0x03,Transmit PDO Communication Parameter Inhibit Time,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1808,0x05,Transmit PDO Communication Parameter Event Timer,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,0,ManagedVariable,0,,mapping
0x1809,0x00,Transmit PDO Communication Parameter Highest sub-index supported,UNSIGNED8,ro,5,NONE,0,255,yes,no,no,no,1,ManagedConst,0,RECORD,mapping
0x1809,0x01,Transmit PDO Communication Parameter COB ID,UNSIGNED32,rw,0,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1809,0x02,Transmit PDO Communication Parameter Transmission Type,UNSIGNED8,rw,1,NONE,0,255,yes,no,no,no,0,ManagedVariable,0,,mapping
0x1809,0x03,Transmit PDO Communication Parameter Inhibit Time,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1809,0x05,Transmit PDO Communication Parameter Event Timer,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,0,ManagedVariable,0,,mapping
0x180a,0x00,Transmit PDO Communication Parameter Highest sub-index supported,UNSIGNED8,ro,5,NONE,0,255,yes,no,no,no,1,ManagedConst,0,RECORD,mapping
0x180a,0x01,Transmit PDO Communication Parameter COB ID,UNSIGNED32,rw,0,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x180a,0x02,Transmit PDO Communication Parameter Transmission Type,UNSIGNED8,rw,1,NONE,0,255,yes,no,no,no,0,ManagedVariable,0,,mapping
0x180a,0x03,Transmit PDO Communication Parameter Inhibit Time,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,mapping
0x180a,0x05,Transmit PDO Communication Parameter Event Timer,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,0,ManagedVariable,0,,mapping
0x180b,0x00,Transmit PDO Communication Parameter Highest sub-index supported,UNSIGNED8,ro,5,NONE,0,255,yes,no,no,no,1,ManagedConst,0,RECORD,mapping
0x180b,0x01,Transmit PDO Communication Parameter COB ID,UNSIGNED32,rw,0,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x180b,0x02,Transmit PDO Communication Parameter Transmission Type,UNSIGNED8,rw,1,NONE,0,255,yes,no,no,no,0,ManagedVariable,0,,mapping
0x180b,0x03,Transmit PDO Communication Parameter Inhibit Time,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,mapping
0x180b,0x05,Transmit PDO Communication Parameter Event Timer,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,0,ManagedVariable,0,,mapping
0x180c,0x00,Transmit PDO Communication Parameter Highest sub-index supported,UNSIGNED8,ro,5,NONE,0,255,yes,no,no,no,1,ManagedConst,0,RECORD,mapping
0x180c,0x01,Transmit PDO Communication Parameter COB ID,UNSIGNED32,rw,0,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x180c,0x02,Transmit PDO Communication Parameter Transmission Type,UNSIGNED8,rw,1,NONE,0,255,yes,no,no,no,0,ManagedVariable,0,,mapping
0x180c,0x03,Transmit PDO Communication Parameter Inhibit Time,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,mapping
0x180c,0x05,Transmit PDO Communication Parameter Event Timer,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,0,ManagedVariable,0,,mapping
0x180d,0x00,Transmit PDO Communication Parameter Highest sub-index supported,UNSIGNED8,ro,5,NONE,0,255,yes,no,no,no,1,ManagedConst,0,RECORD,mapping
0x180d,0x01,Transmit PDO Communication Parameter COB ID,UNSIGNED32,rw,0,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x180d,0x02,Transmit PDO Communication Parameter Transmission Type,UNSIGNED8,rw,1,NONE,0,255,yes,no,no,no,0,ManagedVariable,0,,mapping
0x180d,0x03,Transmit PDO Communication Parameter Inhibit Time,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,mapping
0x180d,0x05,Transmit PDO Communication Parameter Event Timer,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,0,ManagedVariable,0,,mapping
0x180e,0x00,Transmit PDO Communication Parameter Highest sub-index supported,UNSIGNED8,ro,5,NONE,0,255,yes,no,no,no,1,ManagedConst,0,RECORD,mapping
0x180e,0x01,Transmit PDO Communication Parameter COB ID,UNSIGNED32,rw,0,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x180e,0x02,Transmit PDO Communication Parameter Transmission Type,UNSIGNED8,rw,1,NONE,0,255,yes,no,no,no,0,ManagedVariable,0,,mapping
0x180e,0x03,Transmit PDO Communication Parameter Inhibit Time,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,mapping
0x180e,0x05,Transmit PDO Communication Parameter Event Timer,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,0,ManagedVariable,0,,mapping
0x180f,0x00,Transmit PDO Communication Parameter Highest sub-index supported,UNSIGNED8,ro,5,NONE,0,255,yes,no,no,no,1,ManagedConst,0,RECORD,mapping
0x180f,0x01,Transmit PDO Communication Parameter COB ID,UNSIGNED32,rw,0,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x180f,0x02,Transmit PDO Communication Parameter Transmission Type,UNSIGNED8,rw,1,NONE,0,255,yes,no,no,no,0,ManagedVariable,0,,mapping
0x180f,0x03,Transmit PDO Communication Parameter Inhibit Time,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,mapping
0x180f,0x05,Transmit PDO Communication Parameter Event Timer,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,0,ManagedVariable,0,,mapping
0x1a00,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a00,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a00,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a01,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a01,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a01,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a02,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a02,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a02,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a03,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a03,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a03,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a04,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a04,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a04,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a05,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a05,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a05,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a06,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a06,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a06,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a07,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a07,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a07,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a08,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a08,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a08,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a09,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a09,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a09,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a0a,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a0a,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a0a,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a0b,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a0b,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a0b,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a0c,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a0c,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a0c,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a0d,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a0d,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a0d,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a0e,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a0e,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a0e,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a0f,0x00,Transmit PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,2,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,mapping
0x1a0f,0x01,Transmit PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,536871176,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
0x1a0f,0x02,Transmit PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,536871432,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,mapping
 
0x2000,0x00,DO_U8 Highest sub-index supported,UNSIGNED8,ro,32,NONE,0,255,yes,no,no,no,1,ManagedConst,0,ARRAY,mapping
0x2000,0x01,DO_U8 Subindex 1,UNSIGNED8,rw,0,doValue[0],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x02,DO_U8 Subindex 2,UNSIGNED8,rw,0,doValue[1],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x03,DO_U8 Subindex 3,UNSIGNED8,rw,0,doValue[2],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x04,DO_U8 Subindex 4,UNSIGNED8,rw,0,doValue[3],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x05,DO_U8 Subindex 5,UNSIGNED8,rw,0,doValue[4],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x06,DO_U8 Subindex 6,UNSIGNED8,rw,0,doValue[5],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x07,DO_U8 Subindex 7,UNSIGNED8,rw,0,doValue[6],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x08,DO_U8 Subindex 8,UNSIGNED8,rw,0,doValue[7],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x09,DO_U8 Subindex 9,UNSIGNED8,rw,0,doValue[8],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x0a,DO_U8 Subindex 10,UNSIGNED8,rw,0,doValue[9],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x0b,DO_U8 Subindex 11,UNSIGNED8,rw,0,doValue[10],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x0c,DO_U8 Subindex 12,UNSIGNED8,rw,0,doValue[11],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x0d,DO_U8 Subindex 13,UNSIGNED8,rw,0,doValue[12],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x0e,DO_U8 Subindex 14,UNSIGNED8,rw,0,doValue[13],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x0f,DO_U8 Subindex 15,UNSIGNED8,rw,0,doValue[14],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x10,DO_U8 Subindex 16,UNSIGNED8,rw,0,doValue[15],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x11,DO_U8 Subindex 17,UNSIGNED8,rw,0,doValue[16],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x12,DO_U8 Subindex 18,UNSIGNED8,rw,0,doValue[17],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x13,DO_U8 Subindex 19,UNSIGNED8,rw,0,doValue[18],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x14,DO_U8 Subindex 20,UNSIGNED8,rw,0,doValue[19],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x15,DO_U8 Subindex 21,UNSIGNED8,rw,0,doValue[20],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x16,DO_U8 Subindex 22,UNSIGNED8,rw,0,doValue[21],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x17,DO_U8 Subindex 23,UNSIGNED8,rw,0,doValue[22],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x18,DO_U8 Subindex 24,UNSIGNED8,rw,0,doValue[23],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x19,DO_U8 Subindex 25,UNSIGNED8,rw,0,doValue[24],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x1a,DO_U8 Subindex 26,UNSIGNED8,rw,0,doValue[25],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x1b,DO_U8 Subindex 27,UNSIGNED8,rw,0,doValue[26],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x1c,DO_U8 Subindex 28,UNSIGNED8,rw,0,doValue[27],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x1d,DO_U8 Subindex 29,UNSIGNED8,rw,0,doValue[28],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x1e,DO_U8 Subindex 30,UNSIGNED8,rw,0,doValue[29],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x1f,DO_U8 Subindex 31,UNSIGNED8,rw,0,doValue[30],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2000,0x20,DO_U8 Subindex 32,UNSIGNED8,rw,0,doValue[31],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x00,AO_U16 Highest sub-index supported,UNSIGNED8,ro,32,NONE,0,255,yes,no,no,no,1,ManagedConst,0,ARRAY,mapping
0x2001,0x01,AO_U16 Subindex 1,UNSIGNED16,rw,0,aoValue[0],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x02,AO_U16 Subindex 2,UNSIGNED16,rw,0,aoValue[1],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x03,AO_U16 Subindex 3,UNSIGNED16,rw,0,aoValue[2],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x04,AO_U16 Subindex 4,UNSIGNED16,rw,0,aoValue[3],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x05,AO_U16 Subindex 5,UNSIGNED16,rw,0,aoValue[4],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x06,AO_U16 Subindex 6,UNSIGNED16,rw,0,aoValue[5],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x07,AO_U16 Subindex 7,UNSIGNED16,rw,0,aoValue[6],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x08,AO_U16 Subindex 8,UNSIGNED16,rw,0,aoValue[7],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x09,AO_U16 Subindex 9,UNSIGNED16,rw,0,aoValue[8],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x0a,AO_U16 Subindex 10,UNSIGNED16,rw,0,aoValue[9],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x0b,AO_U16 Subindex 11,UNSIGNED16,rw,0,aoValue[10],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x0c,AO_U16 Subindex 12,UNSIGNED16,rw,0,aoValue[11],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x0d,AO_U16 Subindex 13,UNSIGNED16,rw,0,aoValue[12],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x0e,AO_U16 Subindex 14,UNSIGNED16,rw,0,aoValue[13],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x0f,AO_U16 Subindex 15,UNSIGNED16,rw,0,aoValue[14],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x10,AO_U16 Subindex 16,UNSIGNED16,rw,0,aoValue[15],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x11,AO_U16 Subindex 17,UNSIGNED16,rw,0,aoValue[16],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x12,AO_U16 Subindex 18,UNSIGNED16,rw,0,aoValue[17],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x13,AO_U16 Subindex 19,UNSIGNED16,rw,0,aoValue[18],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x14,AO_U16 Subindex 20,UNSIGNED16,rw,0,aoValue[19],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x15,AO_U16 Subindex 21,UNSIGNED16,rw,0,aoValue[20],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x16,AO_U16 Subindex 22,UNSIGNED16,rw,0,aoValue[21],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x17,AO_U16 Subindex 23,UNSIGNED16,rw,0,aoValue[22],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x18,AO_U16 Subindex 24,UNSIGNED16,rw,0,aoValue[23],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x19,AO_U16 Subindex 25,UNSIGNED16,rw,0,aoValue[24],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x1a,AO_U16 Subindex 26,UNSIGNED16,rw,0,aoValue[25],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x1b,AO_U16 Subindex 27,UNSIGNED16,rw,0,aoValue[26],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x1c,AO_U16 Subindex 28,UNSIGNED16,rw,0,aoValue[27],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x1d,AO_U16 Subindex 29,UNSIGNED16,rw,0,aoValue[28],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x1e,AO_U16 Subindex 30,UNSIGNED16,rw,0,aoValue[29],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x1f,AO_U16 Subindex 31,UNSIGNED16,rw,0,aoValue[30],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2001,0x20,AO_U16 Subindex 32,UNSIGNED16,rw,0,aoValue[31],0,65535,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x00,DI_U8 Highest sub-index supported,UNSIGNED8,ro,32,NONE,0,255,yes,no,no,no,1,ManagedConst,0,ARRAY,mapping
0x2002,0x01,DI_U8 Subindex 1,UNSIGNED8,rw,0,diValue[0],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x02,DI_U8 Subindex 2,UNSIGNED8,rw,0,diValue[1],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x03,DI_U8 Subindex 3,UNSIGNED8,rw,0,diValue[2],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x04,DI_U8 Subindex 4,UNSIGNED8,rw,0,diValue[3],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x05,DI_U8 Subindex 5,UNSIGNED8,rw,0,diValue[4],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x06,DI_U8 Subindex 6,UNSIGNED8,rw,0,diValue[5],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x07,DI_U8 Subindex 7,UNSIGNED8,rw,0,diValue[6],0,255,yes,no,no,no,0,Variable,0,,mapping
